WKT,type,label,descr,city,region,country,house,phone,zip,highway,level,endlevel,GEOMETRY_X,GEOMETRY_Y
"POINT (174.72816 -36.72764)",5654,,,,,,,,,,0,0,174.72816,-36.72764
"POINT (174.72323 -36.73086)",5654,,,,,,,,,,0,0,174.72323,-36.73086
"POINT (174.73381 -36.73131)",5654,,,,,,,,,,0,0,174.73381,-36.73131
"POINT (174.73428 -36.73446)",5654,,,,,,,,,,0,0,174.73428,-36.73446
"POINT (174.73701 -36.73667)",5654,,,,,,,,,,0,0,174.73701,-36.73667
"POINT (174.74226 -36.73989)",5654,,,,,,,,,,0,0,174.74226,-36.73989
"POINT (174.70422 -36.74131)",5654,,,,,,,,,,0,0,174.70422,-36.74131
"POINT (174.73924 -36.74476)",5654,,,,,,,,,,0,0,174.73924,-36.74476
"POINT (174.7357 -36.74658)",5654,,,,,,,,,,0,0,174.7357,-36.74658
"POINT (174.73469 -36.74712)",5654,,,,,,,,,,0,0,174.73469,-36.74712
"POINT (174.73036 -36.7512)",5654,,,,,,,,,,0,0,174.73036,-36.7512
"POINT (174.69546 -36.7521)",5654,,,,,,,,,,0,0,174.69546,-36.7521
"POINT (174.72961 -36.75249)",5654,,,,,,,,,,0,0,174.72961,-36.75249
"POINT (174.74049 -36.76015)",5654,,,,,,,,,,0,0,174.74049,-36.76015
"POINT (174.74928 -36.77001)",5654,,,,,,,,,,0,0,174.74928,-36.77001
"POINT (174.73849 -36.77116)",5654,,,,,,,,,,0,0,174.73849,-36.77116
"POINT (174.72105 -36.77399)",5654,,,,,,,,,,0,0,174.72105,-36.77399
"POINT (174.7162 -36.77454)",5654,,,,,,,,,,0,0,174.7162,-36.77454
"POINT (174.72087 -36.78199)",5654,,,,,,,,,,0,0,174.72087,-36.78199
"POINT (174.72137 -36.78349)",5654,,,,,,,,,,0,0,174.72137,-36.78349
"POINT (174.75462 -36.78406)",5654,,,,,,,,,,0,0,174.75462,-36.78406
"POINT (174.74189 -36.78673)",5654,,,,,,,,,,0,0,174.74189,-36.78673
"POINT (174.75427 -36.78701)",5654,,,,,,,,,,0,0,174.75427,-36.78701
"POINT (174.76823 -36.78823)",5654,,,,,,,,,,0,0,174.76823,-36.78823
"POINT (174.77226 -36.78916)",5654,,,,,,,,,,0,0,174.77226,-36.78916
"POINT (174.761 -36.78931)",5654,,,,,,,,,,0,0,174.761,-36.78931
"POINT (174.7651 -36.78991)",5654,,,,,,,,,,0,0,174.7651,-36.78991
"POINT (174.76196 -36.7901)",5654,,,,,,,,,,0,0,174.76196,-36.7901
"POINT (174.75015 -36.79027)",5654,,,,,,,,,,0,0,174.75015,-36.79027
"POINT (174.77551 -36.79323)",5654,,,,,,,,,,0,0,174.77551,-36.79323
"POINT (174.7731 -36.79452)",5654,,,,,,,,,,0,0,174.7731,-36.79452
"POINT (174.76979 -36.79569)",5654,,,,,,,,,,0,0,174.76979,-36.79569
"POINT (174.77891 -36.79735)",5654,,,,,,,,,,0,0,174.77891,-36.79735
"POINT (174.72378 -36.79915)",5654,,,,,,,,,,0,0,174.72378,-36.79915
"POINT (174.78651 -36.80062)",5654,,,,,,,,,,0,0,174.78651,-36.80062
"POINT (174.72525 -36.80354)",5654,,,,,,,,,,0,0,174.72525,-36.80354
"POINT (174.78863 -36.80508)",5654,,,,,,,,,,0,0,174.78863,-36.80508
"POINT (174.72549 -36.81008)",5654,,,,,,,,,,0,0,174.72549,-36.81008
"POINT (174.71716 -36.81098)",5654,,,,,,,,,,0,0,174.71716,-36.81098
"POINT (174.74368 -36.81103)",5654,,,,,,,,,,0,0,174.74368,-36.81103
"POINT (174.74452 -36.8113)",5654,,,,,,,,,,0,0,174.74452,-36.8113
"POINT (174.72064 -36.81149)",5654,,,,,,,,,,0,0,174.72064,-36.81149
"POINT (174.72763 -36.75029)",5654,,,,,,,,,,0,0,174.72763,-36.75029
"POINT (174.71826 -36.73413)",5654,,,,,,,,,,0,0,174.71826,-36.73413
"POINT (174.70649 -36.76035)",5654,,,,,,,,,,0,0,174.70649,-36.76035
"POINT (174.74223 -36.77201)",5654,,,,,,,,,,0,0,174.74223,-36.77201
"POINT (174.75772 -36.79957)",5654,,,,,,,,,,0,0,174.75772,-36.79957
"POINT (174.76562 -36.79568)",5654,,,,,,,,,,0,0,174.76562,-36.79568
"POINT (174.76608 -36.79656)",5654,,,,,,,,,,0,0,174.76608,-36.79656
"POINT (174.76521 -36.79705)",5654,,,,,,,,,,0,0,174.76521,-36.79705
"POINT (174.76425 -36.79766)",5654,,,,,,,,,,0,0,174.76425,-36.79766
"POINT (174.7039 -36.73135)",5654,,,,,,,,,,0,0,174.7039,-36.73135
"POINT (174.70123 -36.72959)",5654,,,,,,,,,,0,0,174.70123,-36.72959
"POINT (174.6954 -36.725)",5654,,,,,,,,,,0,0,174.6954,-36.725
"POINT (174.71327 -36.71806)",5654,,,,,,,,,,0,0,174.71327,-36.71806
"POINT (174.71571 -36.75271)",5654,,,,,,,,,,0,0,174.71571,-36.75271
"POINT (174.72152 -36.752)",5654,,,,,,,,,,0,0,174.72152,-36.752
"POINT (174.75027 -36.8122)",5654,,,,,,,,,,0,0,174.75027,-36.8122
"POINT (168.3473 -46.37559)",5654,,,,,,,,,,0,0,168.3473,-46.37559
"POINT (168.34721 -46.39483)",5654,,,,,,,,,,0,0,168.34721,-46.39483
"POINT (168.34732 -46.40863)",5654,,,,,,,,,,0,0,168.34732,-46.40863
"POINT (168.36549 -46.41788)",5654,,,,,,,,,,0,0,168.36549,-46.41788
"POINT (168.35058 -46.40863)",5654,,,,,,,,,,0,0,168.35058,-46.40863
"POINT (168.3473 -46.38925)",5654,,,,,,,,,,0,0,168.3473,-46.38925
"POINT (168.35371 -46.41307)",5654,,,,,,,,,,0,0,168.35371,-46.41307
"POINT (168.35374 -46.4108)",5654,,,,,,,,,,0,0,168.35374,-46.4108
"POINT (168.35371 -46.41189)",5654,,,,,,,,,,0,0,168.35371,-46.41189
"POINT (168.35374 -46.4097)",5654,,,,,,,,,,0,0,168.35374,-46.4097
"POINT (168.3473 -46.4108)",5654,,,,,,,,,,0,0,168.3473,-46.4108
"POINT (168.3614 -46.42812)",5654,,,,,,,,,,0,0,168.3614,-46.42812
"POINT (168.3473 -46.40646)",5654,,,,,,,,,,0,0,168.3473,-46.40646
"POINT (168.35058 -46.40644)",5654,,,,,,,,,,0,0,168.35058,-46.40644
"POINT (168.3473 -46.41189)",5654,,,,,,,,,,0,0,168.3473,-46.41189
"POINT (168.35687 -46.41308)",5654,,,,,,,,,,0,0,168.35687,-46.41308
"POINT (168.35058 -46.41308)",5654,,,,,,,,,,0,0,168.35058,-46.41308
"POINT (168.35058 -46.4108)",5654,,,,,,,,,,0,0,168.35058,-46.4108
"POINT (168.35058 -46.41189)",5654,,,,,,,,,,0,0,168.35058,-46.41189
"POINT (168.35058 -46.4097)",5654,,,,,,,,,,0,0,168.35058,-46.4097
"POINT (168.35058 -46.40754)",5654,,,,,,,,,,0,0,168.35058,-46.40754
"POINT (168.34562 -46.4097)",5654,,,,,,,,,,0,0,168.34562,-46.4097
"POINT (168.34562 -46.40859)",5654,,,,,,,,,,0,0,168.34562,-46.40859
"POINT (168.3614 -46.40644)",5654,,,,,,,,,,0,0,168.3614,-46.40644
"POINT (168.3614 -46.40861)",5654,,,,,,,,,,0,0,168.3614,-46.40861
"POINT (168.3473 -46.4097)",5654,,,,,,,,,,0,0,168.3473,-46.4097
"POINT (168.37112 -46.41149)",5654,,,,,,,,,,0,0,168.37112,-46.41149
"POINT (168.3614 -46.41305)",5654,,,,,,,,,,0,0,168.3614,-46.41305
"POINT (170.50143 -45.88977)",5654,,,,,,,,,,0,0,170.50143,-45.88977
"POINT (170.50024 -45.88852)",5654,,,,,,,,,,0,0,170.50024,-45.88852
"POINT (170.49478 -45.87388)",5654,,,,,,,,,,0,0,170.49478,-45.87388
"POINT (170.47633 -45.89527)",5654,,,,,,,,,,0,0,170.47633,-45.89527
"POINT (170.5036 -45.89955)",5654,,,,,,,,,,0,0,170.5036,-45.89955
"POINT (170.5104 -45.87103)",5654,,,,,,,,,,0,0,170.5104,-45.87103
"POINT (170.50796 -45.87537)",5654,,,,,,,,,,0,0,170.50796,-45.87537
"POINT (170.49899 -45.88539)",5654,,,,,,,,,,0,0,170.49899,-45.88539
"POINT (170.50212 -45.87989)",5654,,,,,,,,,,0,0,170.50212,-45.87989
"POINT (170.5032 -45.87792)",5654,,,,,,,,,,0,0,170.5032,-45.87792
"POINT (170.50468 -45.8783)",5654,,,,,,,,,,0,0,170.50468,-45.8783
"POINT (170.51002 -45.86878)",5654,,,,,,,,,,0,0,170.51002,-45.86878
"POINT (170.50897 -45.87062)",5654,,,,,,,,,,0,0,170.50897,-45.87062
"POINT (170.5065 -45.87496)",5654,,,,,,,,,,0,0,170.5065,-45.87496
"POINT (170.51419 -45.86135)",5654,,,,,,,,,,0,0,170.51419,-45.86135
"POINT (170.5121 -45.86507)",5654,,,,,,,,,,0,0,170.5121,-45.86507
"POINT (170.50642 -45.87206)",5654,,,,,,,,,,0,0,170.50642,-45.87206
"POINT (170.51336 -45.85685)",5654,,,,,,,,,,0,0,170.51336,-45.85685
"POINT (170.50856 -45.86837)",5654,,,,,,,,,,0,0,170.50856,-45.86837
"POINT (170.50607 -45.86983)",5654,,,,,,,,,,0,0,170.50607,-45.86983
"POINT (170.50436 -45.87283)",5654,,,,,,,,,,0,0,170.50436,-45.87283
"POINT (170.50502 -45.87167)",5654,,,,,,,,,,0,0,170.50502,-45.87167
"POINT (170.50384 -45.87378)",5654,,,,,,,,,,0,0,170.50384,-45.87378
"POINT (170.51234 -45.85869)",5654,,,,,,,,,,0,0,170.51234,-45.85869
"POINT (170.51144 -45.86916)",5654,,,,,,,,,,0,0,170.51144,-45.86916
"POINT (170.51103 -45.86691)",5654,,,,,,,,,,0,0,170.51103,-45.86691
"POINT (170.51274 -45.86095)",5654,,,,,,,,,,0,0,170.51274,-45.86095
"POINT (170.51065 -45.86466)",5654,,,,,,,,,,0,0,170.51065,-45.86466
"POINT (170.50749 -45.87022)",5654,,,,,,,,,,0,0,170.50749,-45.87022
"POINT (170.50004 -45.87839)",5654,,,,,,,,,,0,0,170.50004,-45.87839
"POINT (170.49148 -45.89614)",5654,,,,,,,,,,0,0,170.49148,-45.89614
"POINT (170.4756 -45.86865)",5654,,,,,,,,,,0,0,170.4756,-45.86865
"POINT (170.49832 -45.8933)",5654,,,,,,,,,,0,0,170.49832,-45.8933
"POINT (170.49699 -45.87044)",5654,,,,,,,,,,0,0,170.49699,-45.87044
"POINT (170.50517 -45.89465)",5654,,,,,,,,,,0,0,170.50517,-45.89465
"POINT (170.50099 -45.89644)",5654,,,,,,,,,,0,0,170.50099,-45.89644
"POINT (170.49989 -45.87723)",5654,,,,,,,,,,0,0,170.49989,-45.87723
"POINT (170.50961 -45.86652)",5654,,,,,,,,,,0,0,170.50961,-45.86652
"POINT (170.5113 -45.89128)",5654,,,,,,,,,,0,0,170.5113,-45.89128
"POINT (170.51884 -45.85515)",5654,,,,,,,,,,0,0,170.51884,-45.85515
"POINT (170.50285 -45.89139)",5654,,,,,,,,,,0,0,170.50285,-45.89139
"POINT (170.50711 -45.86798)",5654,,,,,,,,,,0,0,170.50711,-45.86798
"POINT (170.50172 -45.87753)",5654,,,,,,,,,,0,0,170.50172,-45.87753
"POINT (170.50068 -45.87944)",5654,,,,,,,,,,0,0,170.50068,-45.87944
"POINT (170.50448 -45.87704)",5654,,,,,,,,,,0,0,170.50448,-45.87704
"POINT (170.50506 -45.87764)",5654,,,,,,,,,,0,0,170.50506,-45.87764
"POINT (170.50436 -45.87708)",5654,,,,,,,,,,0,0,170.50436,-45.87708
"POINT (170.50024 -45.87324)",5654,,,,,,,,,,0,0,170.50024,-45.87324
"POINT (170.51118 -45.87335)",5654,,,,,,,,,,0,0,170.51118,-45.87335
"POINT (170.50935 -45.87287)",5654,,,,,,,,,,0,0,170.50935,-45.87287
"POINT (170.5079 -45.87247)",5654,,,,,,,,,,0,0,170.5079,-45.87247
"POINT (170.50642 -45.88703)",5654,,,,,,,,,,0,0,170.50642,-45.88703
"POINT (170.49739 -45.87094)",5654,,,,,,,,,,0,0,170.49739,-45.87094
"POINT (170.50552 -45.8747)",5654,,,,,,,,,,0,0,170.50552,-45.8747
"POINT (170.50169 -45.87365)",5654,,,,,,,,,,0,0,170.50169,-45.87365
"POINT (170.4851 -45.86513)",5654,,,,,,,,,,0,0,170.4851,-45.86513
"POINT (170.50357 -45.87125)",5654,,,,,,,,,,0,0,170.50357,-45.87125
"POINT (174.77023 -36.84553)",5654,beachrd2,,,,,,,,,0,0,174.77023,-36.84553
"POINT (174.77136 -36.84566)",5654,beachrd1,,,,,,,,,0,0,174.77136,-36.84566
"POINT (174.75598 -36.84812)",5654,wellesleystw5,,,,,,,,,0,0,174.75598,-36.84812
"POINT (174.76338 -36.844)",5654,sturdeest,,,,,,,,,0,0,174.76338,-36.844
"POINT (174.76939 -36.84383)",5654,quayst2,,,,,,,,,0,0,174.76939,-36.84383
"POINT (174.78767 -36.84769)",5654,tamakidr,,,,,,,,,0,0,174.78767,-36.84769
"POINT (174.83183 -36.84832)",5654,tamakidr2,,,,,,,,,0,0,174.83183,-36.84832
"POINT (174.81718 -36.97305)",5654,statehighway201,,,,,,,,,0,0,174.81718,-36.97305
"POINT (174.81668 -36.97348)",5654,statehighway20,,,,,,,,,0,0,174.81668,-36.97348
"POINT (174.78941 -36.97378)",5654,georgeboltmemor,,,,,,,,,0,0,174.78941,-36.97378
"POINT (174.76353 -36.85059)",5654,wellesleystw1,,,,,,,,,0,0,174.76353,-36.85059
"POINT (174.77429 -36.87194)",5654,gilliesave2,,,,,,,,,0,0,174.77429,-36.87194
"POINT (174.77409 -36.87273)",5654,statehighway11,,,,,,,,,0,0,174.77409,-36.87273
"POINT (174.75224 -36.87209)",5654,dominionrd,,,,,,,,,0,0,174.75224,-36.87209
"POINT (174.76808 -36.86552)",5654,khyberpassrd3,,,,,,,,,0,0,174.76808,-36.86552
"POINT (174.75868 -36.86591)",5654,newnorthrd,,,,,,,,,0,0,174.75868,-36.86591
"POINT (174.75488 -36.85855)",5654,howest,,,,,,,,,0,0,174.75488,-36.85855
"POINT (174.7657 -36.85634)",5654,wakefieldst,,,,,,,,,0,0,174.7657,-36.85634
"POINT (174.75459 -36.86248)",5654,newtonrd1,,,,,,,,,0,0,174.75459,-36.86248
"POINT (174.94085 -37.06289)",5654,,,,,,,,,,0,0,174.94085,-37.06289
